id_estudiante,programa,exitosos,fallidos,ejercicios_hito1,ejercicios_hito2,ejercicios_hito3,ejercicios_hito4,solemne_1,solemne_2,solemne_3,solemne_4
995,INGENIERIA EN COMPUTACION E INFORMATICA,10,6,"[25, 17, 4, 26, 29, 23, 0, 10, 7, 32]",-1,-1,-1,4.4,1.0,1.0,1.0
996,INGENIERIA CIVIL INFORMATICA,16,15,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 13, 18, 35]",-1,-1,-1,4.4,1.0,1.0,1.0
997,INGENIERIA CIVIL INFORMATICA,10,6,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 7]",-1,-1,-1,4.4,1.0,1.0,1.0
998,INGENIERIA CIVIL INDUSTRIAL,6,10,"[25, 17, 4, 26, 29, 23]",-1,-1,-1,4.5,1.0,1.0,1.0
999,INGENIERIA INDUSTRIAL,5,26,"[17, 4, 26, 29, 22]",-1,-1,-1,4.5,1.0,1.0,1.0
1000,INGENIERIA CIVIL INDUSTRIAL,5,11,"[25, 17, 4, 26, 29]",-1,-1,-1,4.5,1.0,1.0,1.0
1001,INGENIERIA CIVIL INDUSTRIAL,3,28,"[25, 17, 4]",-1,-1,-1,4.5,1.0,1.0,1.0
1002,INGENIERIA CIVIL INDUSTRIAL,8,23,"[25, 17, 4, 26, 29, 0, 22, 10]",-1,-1,-1,4.5,1.0,1.0,1.0
1003,INGENIERIA CIVIL INDUSTRIAL,6,25,"[25, 17, 4, 26, 29, 22]",-1,-1,-1,4.5,1.0,1.0,1.0
1004,INGENIERIA EN COMPUTACION E INFORMATICA,13,3,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 7, 32, 13, 18]",-1,-1,-1,4.5,1.0,1.0,1.0
1005,INGENIERIA EN COMPUTACION E INFORMATICA,3,13,"[25, 4, 26]",-1,-1,-1,4.5,1.0,1.0,1.0
1006,INGENIERIA EN COMPUTACION E INFORMATICA,9,7,"[25, 17, 4, 26, 23, 22, 10, 32, 13]",-1,-1,-1,4.5,1.0,1.0,1.0
1007,INGENIERIA INDUSTRIAL,11,5,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42]",-1,-1,-1,4.6,1.0,1.0,1.0
1008,INGENIERIA CIVIL INFORMATICA,15,1,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 7, 32, 13, 18, 35]",-1,-1,-1,4.6,1.0,1.0,1.0
1009,INGENIERIA CIVIL INFORMATICA,26,5,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 13, 18, 35]","[6, 1, 44, 11, 37, 28, 12, 21, 38, 9]",-1,-1,4.6,0.0,1.0,1.0
1010,INGENIERIA CIVIL INFORMATICA,15,16,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 7, 32, 13, 18, 35]",-1,-1,-1,4.6,1.0,1.0,1.0
1011,INGENIERIA CIVIL INDUSTRIAL,5,26,"[25, 17, 4, 29, 22]",-1,-1,-1,4.6,1.0,1.0,1.0
1012,INGENIERIA EN COMPUTACION E INFORMATICA,0,16,-1,-1,-1,-1,4.6,1.0,1.0,1.0
1013,INGENIERIA CIVIL INFORMATICA,16,15,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 13, 18, 35]",-1,-1,-1,4.6,1.0,1.0,1.0
1014,INGENIERIA CIVIL INFORMATICA,11,20,"[25, 17, 4, 26, 29, 0, 22, 10, 32, 13]",[1],-1,-1,4.6,0.0,1.0,1.0
1015,INGENIERIA CIVIL INDUSTRIAL,11,5,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 18]",-1,-1,-1,4.6,1.0,1.0,1.0
1016,INGENIERIA CIVIL INFORMATICA,5,26,"[17, 4, 29, 22, 3]",-1,-1,-1,4.6,1.0,1.0,1.0
1017,INGENIERIA CIVIL INFORMATICA,15,1,"[25, 17, 4, 29, 23, 0, 22, 10, 3, 42, 7, 32, 13, 18, 35]",-1,-1,-1,4.6,1.0,1.0,1.0
1018,INGENIERIA CIVIL INFORMATICA,16,15,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 13, 18, 35]",-1,-1,-1,4.6,1.0,1.0,1.0
1019,INGENIERIA CIVIL INDUSTRIAL,9,7,"[25, 17, 4, 26, 29, 23, 0, 10, 35]",-1,-1,-1,4.6,1.0,1.0,1.0
1020,INGENIERIA EN COMPUTACION E INFORMATICA,9,7,"[25, 17, 4, 26, 29, 23, 0, 22, 35]",-1,-1,-1,4.6,1.0,1.0,1.0
1021,INGENIERIA CIVIL INFORMATICA,7,9,"[25, 17, 4, 26, 29, 23, 22]",-1,-1,-1,4.6,1.0,1.0,1.0
1022,INGENIERIA EN COMPUTACION E INFORMATICA,12,19,"[25, 17, 26, 29, 23, 0, 22, 10, 3, 32, 13, 18]",-1,-1,-1,4.6,1.0,1.0,1.0
1023,INGENIERIA CIVIL INFORMATICA,13,18,"[25, 17, 4, 23, 22, 10, 3, 42, 7, 32, 13, 18, 35]",-1,-1,-1,4.6,1.0,1.0,1.0
1024,INGENIERIA CIVIL INDUSTRIAL,11,20,"[25, 17, 4, 26, 0, 22, 10, 3, 42, 32, 13]",-1,-1,-1,4.6,1.0,1.0,1.0
1025,INGENIERIA CIVIL INDUSTRIAL,9,7,"[25, 17, 4, 26, 29, 23, 0, 22, 10]",-1,-1,-1,4.7,1.0,1.0,1.0
1026,INGENIERIA CIVIL INFORMATICA,16,15,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 13, 18, 35]",-1,-1,-1,4.7,1.0,1.0,1.0
1027,INGENIERIA EN COMPUTACION E INFORMATICA,6,10,"[25, 17, 4, 26, 29, 32]",-1,-1,-1,4.7,1.0,1.0,1.0
1028,INGENIERIA CIVIL INDUSTRIAL,10,6,"[25, 17, 4, 26, 29, 0, 22, 10, 7, 32]",-1,-1,-1,4.7,1.0,1.0,1.0
1029,INGENIERIA CIVIL INFORMATICA,16,15,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 13, 18, 35]",-1,-1,-1,4.7,1.0,1.0,1.0
1030,INGENIERIA CIVIL INFORMATICA,15,1,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 32, 13, 18, 35]",-1,-1,-1,4.7,1.0,1.0,1.0
1031,INGENIERIA CIVIL INFORMATICA,13,18,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 32, 18]",-1,-1,-1,4.7,1.0,1.0,1.0
1032,INGENIERIA EN COMPUTACION E INFORMATICA,0,16,-1,-1,-1,-1,4.7,1.0,1.0,1.0
1033,INGENIERIA CIVIL INDUSTRIAL,7,9,"[25, 17, 4, 26, 29, 22, 10]",-1,-1,-1,4.7,1.0,1.0,1.0
1034,INGENIERIA EN COMPUTACION E INFORMATICA,8,8,"[25, 17, 4, 26, 29, 23, 22, 10]",-1,-1,-1,4.7,1.0,1.0,1.0
1035,INGENIERIA INDUSTRIAL,16,15,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 13, 18, 35]",-1,-1,-1,4.7,1.0,1.0,1.0
1036,INGENIERIA EN COMPUTACION E INFORMATICA,14,2,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 7, 32, 13, 18, 35]",-1,-1,-1,4.7,1.0,1.0,1.0
1037,INGENIERIA CIVIL INDUSTRIAL,0,31,-1,-1,-1,-1,4.8,1.0,1.0,1.0
1038,INGENIERIA EN COMPUTACION E INFORMATICA,0,0,-1,-1,-1,-1,4.8,1.0,1.0,1.0
1039,INGENIERIA EN COMPUTACION E INFORMATICA,15,16,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 7, 32, 13, 18, 35]",-1,-1,-1,4.8,1.0,1.0,1.0
1040,INGENIERIA CIVIL INDUSTRIAL,0,0,-1,-1,-1,-1,4.8,1.0,1.0,1.0
1041,INGENIERIA CIVIL INDUSTRIAL,8,23,"[25, 17, 4, 26, 29, 23, 0, 22]",-1,-1,-1,4.8,1.0,1.0,1.0
1042,INGENIERIA INDUSTRIAL,11,20,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42]",-1,-1,-1,4.8,1.0,1.0,1.0
1043,INGENIERIA EN COMPUTACION E INFORMATICA,11,5,"[25, 17, 4, 29, 23, 0, 10, 42, 32, 13, 35]",-1,-1,-1,4.8,1.0,1.0,1.0
1044,INGENIERIA CIVIL INDUSTRIAL,5,11,"[25, 17, 4, 0, 3]",-1,-1,-1,4.8,1.0,1.0,1.0
1045,INGENIERIA CIVIL INDUSTRIAL,5,26,"[25, 17, 4, 26, 29]",-1,-1,-1,4.8,1.0,1.0,1.0
1046,INGENIERIA CIVIL INDUSTRIAL,10,21,"[25, 17, 4, 26, 29, 23, 0, 22, 3, 18]",-1,-1,-1,4.8,1.0,1.0,1.0
1047,INGENIERIA CIVIL INDUSTRIAL,10,6,"[25, 17, 4, 26, 29, 23, 0, 22, 3, 18]",-1,-1,-1,4.8,1.0,1.0,1.0
1048,INGENIERIA CIVIL INDUSTRIAL,7,9,"[25, 17, 4, 26, 29, 22, 10]",-1,-1,-1,4.8,1.0,1.0,1.0
1049,INGENIERIA INDUSTRIAL,12,19,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 35]",-1,-1,-1,4.8,1.0,1.0,1.0
1050,INGENIERIA EN COMPUTACION E INFORMATICA,4,12,"[25, 17, 4, 26]",-1,-1,-1,4.8,1.0,1.0,1.0
1051,INGENIERIA EN COMPUTACION E INFORMATICA,9,22,"[25, 17, 4, 26, 29, 23, 0, 22, 10]",-1,-1,-1,4.8,1.0,1.0,1.0
1052,INGENIERIA EN COMPUTACION E INFORMATICA,10,6,"[25, 17, 4, 26, 29, 23, 22, 10, 32, 18]",-1,-1,-1,4.8,1.0,1.0,1.0
1053,INGENIERIA EN COMPUTACION E INFORMATICA,9,7,"[25, 17, 23, 0, 10, 32, 13, 18, 35]",-1,-1,-1,4.8,1.0,1.0,1.0
1054,INGENIERIA CIVIL INFORMATICA,10,6,"[25, 17, 4, 0, 22, 10, 3, 32, 13, 35]",-1,-1,-1,4.8,1.0,1.0,1.0
1055,INGENIERIA CIVIL INDUSTRIAL,3,13,"[17, 4, 26]",-1,-1,-1,4.9,1.0,1.0,1.0
1056,INGENIERIA CIVIL INDUSTRIAL,16,0,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 13, 18, 35]",-1,-1,-1,4.9,1.0,1.0,1.0
1057,INGENIERIA CIVIL INFORMATICA,11,20,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42]",-1,-1,-1,4.9,1.0,1.0,1.0
1058,INGENIERIA CIVIL INFORMATICA,11,20,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42]",-1,-1,-1,4.9,1.0,1.0,1.0
1059,INGENIERIA CIVIL INDUSTRIAL,12,4,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 18]",-1,-1,-1,4.9,1.0,1.0,1.0
1060,INGENIERIA CIVIL INDUSTRIAL,11,20,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42]",-1,-1,-1,4.9,1.0,1.0,1.0
1061,INGENIERIA CIVIL INDUSTRIAL,6,10,"[25, 17, 4, 26, 29, 22]",-1,-1,-1,4.9,1.0,1.0,1.0
1062,INGENIERIA CIVIL INFORMATICA,16,15,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 13, 18, 35]",-1,-1,-1,4.9,1.0,1.0,1.0
1063,INGENIERIA CIVIL INDUSTRIAL,6,10,"[25, 17, 4, 26, 29, 23]",-1,-1,-1,4.9,1.0,1.0,1.0
1064,INGENIERIA CIVIL INFORMATICA,10,21,"[25, 17, 4, 26, 29, 23, 22, 10, 3, 32]",-1,-1,-1,4.9,1.0,1.0,1.0
1065,INGENIERIA CIVIL INFORMATICA,9,7,"[25, 17, 4, 26, 29, 23, 0, 10, 42]",-1,-1,-1,4.9,1.0,1.0,1.0
1066,INGENIERIA EN COMPUTACION E INFORMATICA,0,16,-1,-1,-1,-1,4.9,1.0,1.0,1.0
1067,INGENIERIA EN COMPUTACION E INFORMATICA,9,7,"[25, 17, 4, 26, 29, 23, 0, 22, 10]",-1,-1,-1,4.9,1.0,1.0,1.0
1068,INGENIERIA CIVIL INFORMATICA,10,21,"[25, 17, 4, 29, 0, 22, 10, 3, 18, 35]",-1,-1,-1,4.9,1.0,1.0,1.0
1069,INGENIERIA CIVIL INDUSTRIAL,9,22,"[25, 17, 4, 26, 29, 23, 0, 22, 10]",-1,-1,-1,5.0,1.0,1.0,1.0
1070,INGENIERIA CIVIL INDUSTRIAL,13,3,"[25, 17, 4, 26, 29, 23, 0, 22, 3, 42, 7, 18, 35]",-1,-1,-1,5.0,1.0,1.0,1.0
1071,INGENIERIA CIVIL INDUSTRIAL,3,28,"[25, 17, 22]",-1,-1,-1,5.0,1.0,1.0,1.0
1072,INGENIERIA EN COMPUTACION E INFORMATICA,9,7,"[25, 17, 4, 26, 29, 23, 0, 22, 10]",-1,-1,-1,5.0,1.0,1.0,1.0
1073,INGENIERIA INDUSTRIAL,15,16,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 13, 18]",-1,-1,-1,5.0,1.0,1.0,1.0
1074,INGENIERIA EN COMPUTACION E INFORMATICA,11,5,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42]",-1,-1,-1,5.0,1.0,1.0,1.0
1075,INGENIERIA CIVIL INFORMATICA,16,15,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 13, 18, 35]",-1,-1,-1,5.0,1.0,1.0,1.0
1076,INGENIERIA CIVIL INDUSTRIAL,10,6,"[25, 17, 4, 26, 23, 0, 22, 3, 42, 7]",-1,-1,-1,5.0,1.0,1.0,1.0
1077,INGENIERIA EN COMPUTACION E INFORMATICA,0,16,-1,-1,-1,-1,5.0,1.0,1.0,1.0
1078,INGENIERIA CIVIL INFORMATICA,16,15,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 13, 18, 35]",-1,-1,-1,5.0,1.0,1.0,1.0
1079,INGENIERIA CIVIL INFORMATICA,16,15,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 13, 18, 35]",-1,-1,-1,5.0,1.0,1.0,1.0
1080,INGENIERIA CIVIL INFORMATICA,8,23,"[25, 17, 4, 23, 0, 3, 42, 32]",-1,-1,-1,5.0,1.0,1.0,1.0
1081,INGENIERIA EN COMPUTACION E INFORMATICA,6,10,"[25, 17, 4, 26, 29, 23]",-1,-1,-1,5.0,1.0,1.0,1.0
1082,INGENIERIA CIVIL INDUSTRIAL,0,0,-1,-1,-1,-1,5.0,1.0,1.0,1.0
1083,INGENIERIA CIVIL INFORMATICA,15,16,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 32, 13, 18, 35]",-1,-1,-1,5.0,1.0,1.0,1.0
1084,INGENIERIA EN COMPUTACION E INFORMATICA,0,31,-1,-1,-1,-1,5.0,1.0,1.0,1.0
1085,INGENIERIA CIVIL INDUSTRIAL,13,3,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 7, 32, 18, 35]",-1,-1,-1,5.1,1.0,1.0,1.0
1086,INGENIERIA CIVIL INDUSTRIAL,8,8,"[25, 17, 4, 26, 29, 23, 0, 22]",-1,-1,-1,5.1,1.0,1.0,1.0
1087,INGENIERIA CIVIL INDUSTRIAL,0,0,-1,-1,-1,-1,5.1,1.0,1.0,1.0
1088,INGENIERIA CIVIL INDUSTRIAL,15,16,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 7, 32, 13, 18, 35]",-1,-1,-1,5.1,1.0,1.0,1.0
1089,INGENIERIA EN COMPUTACION E INFORMATICA,13,18,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 18, 35]",-1,-1,-1,5.1,1.0,1.0,1.0
1090,INGENIERIA EN COMPUTACION E INFORMATICA,13,3,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 18, 35]",-1,-1,-1,5.1,1.0,1.0,1.0
1091,INGENIERIA EN COMPUTACION E INFORMATICA,10,21,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3]",-1,-1,-1,5.1,1.0,1.0,1.0
1092,INGENIERIA CIVIL INFORMATICA,8,8,"[25, 17, 26, 23, 0, 22, 10, 3]",-1,-1,-1,5.1,1.0,1.0,1.0
1093,INGENIERIA INDUSTRIAL,6,10,"[25, 10, 3, 42, 32, 13]",-1,-1,-1,5.1,1.0,1.0,1.0
1094,INGENIERIA EN COMPUTACION E INFORMATICA,6,10,"[25, 17, 4, 26, 29, 23]",-1,-1,-1,5.1,1.0,1.0,1.0
1095,INGENIERIA CIVIL INDUSTRIAL,0,16,-1,-1,-1,-1,5.1,1.0,1.0,1.0
1096,INGENIERIA EN COMPUTACION E INFORMATICA,12,4,"[25, 17, 4, 29, 23, 0, 22, 10, 3, 42, 18, 35]",-1,-1,-1,5.1,1.0,1.0,1.0
1097,INGENIERIA EN COMPUTACION E INFORMATICA,9,7,"[25, 17, 4, 26, 29, 23, 0, 22, 10]",-1,-1,-1,5.2,1.0,1.0,1.0
1098,INGENIERIA EN COMPUTACION E INFORMATICA,12,4,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7]",-1,-1,-1,5.2,1.0,1.0,1.0
1099,INGENIERIA EN COMPUTACION E INFORMATICA,15,16,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 18, 35]",-1,-1,-1,5.2,1.0,1.0,1.0
1100,INGENIERIA CIVIL INDUSTRIAL,10,6,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3]",-1,-1,-1,5.2,1.0,1.0,1.0
1101,INGENIERIA CIVIL INFORMATICA,13,3,"[25, 17, 4, 26, 29, 23, 0, 22, 3, 7, 32, 13, 18]",-1,-1,-1,5.2,1.0,1.0,1.0
1102,INGENIERIA EN COMPUTACION E INFORMATICA,16,15,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 13, 18, 35]",-1,-1,-1,5.2,1.0,1.0,1.0
1103,INGENIERIA CIVIL INDUSTRIAL,8,8,"[25, 17, 4, 26, 29, 23, 0, 10]",-1,-1,-1,5.2,1.0,1.0,1.0
1104,INGENIERIA CIVIL INFORMATICA,12,4,"[25, 17, 4, 29, 23, 0, 10, 42, 7, 32, 18, 35]",-1,-1,-1,5.2,1.0,1.0,1.0
1105,INGENIERIA EN COMPUTACION E INFORMATICA,8,23,"[25, 17, 4, 22, 3, 32, 13, 35]",-1,-1,-1,5.2,1.0,1.0,1.0
1106,INGENIERIA CIVIL INFORMATICA,8,8,"[25, 17, 4, 26, 29, 23, 0, 22]",-1,-1,-1,5.2,1.0,1.0,1.0
1107,INGENIERIA EN COMPUTACION E INFORMATICA,13,18,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 7, 32, 13, 18]",-1,-1,-1,5.2,1.0,1.0,1.0
1108,INGENIERIA CIVIL INFORMATICA,16,15,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 13, 18, 35]",-1,-1,-1,5.2,1.0,1.0,1.0
1109,INGENIERIA CIVIL INFORMATICA,8,8,"[25, 17, 4, 26, 29, 0, 22, 10]",-1,-1,-1,5.2,1.0,1.0,1.0
1110,INGENIERIA CIVIL INFORMATICA,16,15,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 13, 18, 35]",-1,-1,-1,5.2,1.0,1.0,1.0
1111,INGENIERIA CIVIL INFORMATICA,13,18,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 42, 32, 13, 18]",-1,-1,-1,5.2,1.0,1.0,1.0
1112,INGENIERIA EN COMPUTACION E INFORMATICA,12,4,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 18]",-1,-1,-1,5.2,1.0,1.0,1.0
1113,INGENIERIA CIVIL INFORMATICA,6,10,"[25, 17, 4, 26, 29, 23]",-1,-1,-1,5.2,1.0,1.0,1.0
1114,INGENIERIA CIVIL INFORMATICA,8,23,"[17, 4, 26, 29, 23, 3, 42, 32]",-1,-1,-1,5.2,1.0,1.0,1.0
1115,INGENIERIA CIVIL INDUSTRIAL,7,9,"[25, 17, 4, 26, 0, 22, 3]",-1,-1,-1,5.2,1.0,1.0,1.0
1116,INGENIERIA CIVIL INFORMATICA,11,5,"[25, 17, 4, 29, 23, 0, 22, 10, 42, 7, 32]",-1,-1,-1,5.2,1.0,1.0,1.0
1117,INGENIERIA CIVIL INDUSTRIAL,0,16,-1,-1,-1,-1,5.3,1.0,1.0,1.0
1118,INGENIERIA CIVIL INDUSTRIAL,0,16,-1,-1,-1,-1,5.3,1.0,1.0,1.0
1119,INGENIERIA EN COMPUTACION E INFORMATICA,12,19,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 35]",-1,-1,-1,5.3,1.0,1.0,1.0
1120,INGENIERIA CIVIL INDUSTRIAL,5,26,"[25, 17, 4, 26, 29]",-1,-1,-1,5.3,1.0,1.0,1.0
1121,INGENIERIA EN COMPUTACION E INFORMATICA,13,18,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 7, 32, 13, 18]",-1,-1,-1,5.3,1.0,1.0,1.0
1122,INGENIERIA EN COMPUTACION E INFORMATICA,11,5,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42]",-1,-1,-1,5.3,1.0,1.0,1.0
1123,INGENIERIA CIVIL INDUSTRIAL,6,10,"[25, 17, 4, 26, 23, 22]",-1,-1,-1,5.3,1.0,1.0,1.0
1124,INGENIERIA EN COMPUTACION E INFORMATICA,16,15,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 13, 18, 35]",-1,-1,-1,5.3,1.0,1.0,1.0
1125,INGENIERIA EN COMPUTACION E INFORMATICA,14,2,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 7, 32, 13, 18, 35]",-1,-1,-1,5.3,1.0,1.0,1.0
1126,INGENIERIA EN COMPUTACION E INFORMATICA,16,0,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 13, 18, 35]",-1,-1,-1,5.3,1.0,1.0,1.0
1127,INGENIERIA EN COMPUTACION E INFORMATICA,12,4,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7]",-1,-1,-1,5.4,1.0,1.0,1.0
1128,INGENIERIA EN COMPUTACION E INFORMATICA,0,0,-1,-1,-1,-1,5.4,1.0,1.0,1.0
1129,INGENIERIA CIVIL INDUSTRIAL,0,0,-1,-1,-1,-1,5.4,1.0,1.0,1.0
1130,INGENIERIA CIVIL INDUSTRIAL,15,1,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 7, 32, 13, 18, 35]",-1,-1,-1,5.4,1.0,1.0,1.0
1131,INGENIERIA EN COMPUTACION E INFORMATICA,10,6,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3]",-1,-1,-1,5.4,1.0,1.0,1.0
1132,INGENIERIA EN COMPUTACION E INFORMATICA,0,31,-1,-1,-1,-1,5.4,1.0,1.0,1.0
1133,INGENIERIA EN COMPUTACION E INFORMATICA,7,24,"[25, 17, 4, 26, 29, 22, 10]",-1,-1,-1,5.4,1.0,1.0,1.0
1134,INGENIERIA EN COMPUTACION E INFORMATICA,16,15,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 13, 18, 35]",-1,-1,-1,5.4,1.0,1.0,1.0
1135,INGENIERIA CIVIL INFORMATICA,15,16,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 18, 35]",-1,-1,-1,5.4,1.0,1.0,1.0
1136,INGENIERIA CIVIL INDUSTRIAL,8,8,"[25, 17, 4, 26, 29, 23, 3, 42]",-1,-1,-1,5.4,1.0,1.0,1.0
1137,INGENIERIA EN COMPUTACION E INFORMATICA,12,4,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 32]",-1,-1,-1,5.4,1.0,1.0,1.0
1138,INGENIERIA CIVIL INFORMATICA,16,0,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 13, 18, 35]",-1,-1,-1,5.4,1.0,1.0,1.0
1139,INGENIERIA CIVIL INFORMATICA,15,16,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 13, 35]",-1,-1,-1,5.4,1.0,1.0,1.0
1140,INGENIERIA CIVIL INDUSTRIAL,8,8,"[25, 17, 4, 26, 29, 23, 0, 3]",-1,-1,-1,5.4,1.0,1.0,1.0
1141,INGENIERIA EN COMPUTACION E INFORMATICA,14,2,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 13, 35]",-1,-1,-1,5.4,1.0,1.0,1.0
1142,INGENIERIA CIVIL INDUSTRIAL,6,10,"[25, 4, 26, 23, 10, 35]",-1,-1,-1,5.5,1.0,1.0,1.0
1143,INGENIERIA CIVIL INDUSTRIAL,0,0,-1,-1,-1,-1,5.5,1.0,1.0,1.0
1144,INGENIERIA EN COMPUTACION E INFORMATICA,11,20,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42]",-1,-1,-1,5.5,1.0,1.0,1.0
1145,INGENIERIA CIVIL INFORMATICA,15,1,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 13, 18, 35]",-1,-1,-1,5.5,1.0,1.0,1.0
1146,INGENIERIA CIVIL INFORMATICA,11,5,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42]",-1,-1,-1,5.5,1.0,1.0,1.0
1147,INGENIERIA CIVIL INFORMATICA,0,16,-1,-1,-1,-1,5.5,1.0,1.0,1.0
1148,INGENIERIA CIVIL INFORMATICA,16,15,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 13, 18, 35]",-1,-1,-1,5.5,1.0,1.0,1.0
1149,INGENIERIA CIVIL INFORMATICA,16,15,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 13, 18, 35]",-1,-1,-1,5.5,1.0,1.0,1.0
1150,INGENIERIA CIVIL INFORMATICA,16,15,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 13, 18, 35]",-1,-1,-1,5.5,1.0,1.0,1.0
1151,INGENIERIA CIVIL INFORMATICA,14,2,"[25, 17, 4, 26, 23, 0, 22, 10, 42, 7, 32, 13, 18, 35]",-1,-1,-1,5.5,1.0,1.0,1.0
1152,INGENIERIA CIVIL INDUSTRIAL,0,16,-1,-1,-1,-1,5.6,1.0,1.0,1.0
1153,INGENIERIA INDUSTRIAL,9,7,"[25, 17, 4, 22, 10, 3, 42, 18, 35]",-1,-1,-1,5.6,1.0,1.0,1.0
1154,INGENIERIA EN COMPUTACION E INFORMATICA,12,4,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 42, 32, 18]",-1,-1,-1,5.6,1.0,1.0,1.0
1155,INGENIERIA INDUSTRIAL,11,20,"[25, 17, 4, 26, 29, 23, 0, 22, 3, 32, 13]",-1,-1,-1,5.6,1.0,1.0,1.0
1156,INGENIERIA INDUSTRIAL,11,5,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42]",-1,-1,-1,5.6,1.0,1.0,1.0
1157,INGENIERIA CIVIL INFORMATICA,16,15,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 13, 18, 35]",-1,-1,-1,5.6,1.0,1.0,1.0
